"","Country.Region","date","CumCaseNumber","IncCaseNumber"
"4560","Brunei",2020-04-27,138,0
"4561","Brunei",2020-04-28,138,0
"4562","Brunei",2020-04-29,138,0
"4563","Brunei",2020-04-30,138,0
"4564","Brunei",2020-05-01,138,0
"4565","Brunei",2020-05-02,138,0
"4566","Brunei",2020-05-03,138,0
"4567","Brunei",2020-05-04,138,0
"4568","Brunei",2020-05-05,138,0
"4569","Brunei",2020-05-06,139,1
"4570","Brunei",2020-05-07,141,2
"4571","Brunei",2020-05-08,141,0
"4572","Brunei",2020-05-09,141,0
"4573","Brunei",2020-05-10,141,0
"4574","Brunei",2020-05-11,141,0
"4575","Brunei",2020-05-12,141,0
"4576","Brunei",2020-05-13,141,0
"4577","Brunei",2020-05-14,141,0
"4578","Brunei",2020-05-15,141,0
"4579","Brunei",2020-05-16,141,0
"4580","Brunei",2020-05-17,141,0
"4581","Brunei",2020-05-18,141,0
"4582","Brunei",2020-05-19,141,0
"4583","Brunei",2020-05-20,141,0
"4584","Brunei",2020-05-21,141,0
"4585","Brunei",2020-05-22,141,0
"4586","Brunei",2020-05-23,141,0
"4587","Brunei",2020-05-24,141,0
"4588","Brunei",2020-05-25,141,0
"4589","Brunei",2020-05-26,141,0
"4590","Brunei",2020-05-27,141,0
"4591","Brunei",2020-05-28,141,0
"4592","Brunei",2020-05-29,141,0
"4593","Brunei",2020-05-30,141,0
"4594","Brunei",2020-05-31,141,0
"4595","Brunei",2020-06-01,141,0
"4596","Brunei",2020-06-02,141,0
"4597","Brunei",2020-06-03,141,0
"4598","Brunei",2020-06-04,141,0
"4599","Brunei",2020-06-05,141,0
"4600","Brunei",2020-06-06,141,0
"4601","Brunei",2020-06-07,141,0
"4602","Brunei",2020-06-08,141,0
"4603","Brunei",2020-06-09,141,0
"4604","Brunei",2020-06-10,141,0
"4605","Brunei",2020-06-11,141,0
"4606","Brunei",2020-06-12,141,0
"4607","Brunei",2020-06-13,141,0
"4608","Brunei",2020-06-14,141,0
"4609","Brunei",2020-06-15,141,0
"4610","Brunei",2020-06-16,141,0
"4611","Brunei",2020-06-17,141,0
"4612","Brunei",2020-06-18,141,0
"4613","Brunei",2020-06-19,141,0
"4614","Brunei",2020-06-20,141,0
"4615","Brunei",2020-06-21,141,0
"4616","Brunei",2020-06-22,141,0
"4617","Brunei",2020-06-23,141,0
"4618","Brunei",2020-06-24,141,0
"4619","Brunei",2020-06-25,141,0
"4620","Brunei",2020-06-26,141,0
"4621","Brunei",2020-06-27,141,0
"4622","Brunei",2020-06-28,141,0
"4623","Brunei",2020-06-29,141,0
"4624","Brunei",2020-06-30,141,0
"4625","Brunei",2020-07-01,141,0
"4626","Brunei",2020-07-02,141,0
"4627","Brunei",2020-07-03,141,0
"4628","Brunei",2020-07-04,141,0
"4629","Brunei",2020-07-05,141,0
"4630","Brunei",2020-07-06,141,0
"4631","Brunei",2020-07-07,141,0
"4632","Brunei",2020-07-08,141,0
"4633","Brunei",2020-07-09,141,0
"4634","Brunei",2020-07-10,141,0
"4635","Brunei",2020-07-11,141,0
"4636","Brunei",2020-07-12,141,0
"4637","Brunei",2020-07-13,141,0
"4638","Brunei",2020-07-14,141,0
"4639","Brunei",2020-07-15,141,0
"4640","Brunei",2020-07-16,141,0
"4641","Brunei",2020-07-17,141,0
"4642","Brunei",2020-07-18,141,0
"4643","Brunei",2020-07-19,141,0
"4644","Brunei",2020-07-20,141,0
"4645","Brunei",2020-07-21,141,0
"4646","Brunei",2020-07-22,141,0
"4647","Brunei",2020-07-23,141,0
"4648","Brunei",2020-07-24,141,0
"4649","Brunei",2020-07-25,141,0
"4650","Brunei",2020-07-26,141,0
"4651","Bulgaria",2020-01-23,0,0
"4652","Bulgaria",2020-01-24,0,0
"4653","Bulgaria",2020-01-25,0,0
"4654","Bulgaria",2020-01-26,0,0
"4655","Bulgaria",2020-01-27,0,0
"4656","Bulgaria",2020-01-28,0,0
"4657","Bulgaria",2020-01-29,0,0
"4658","Bulgaria",2020-01-30,0,0
"4659","Bulgaria",2020-01-31,0,0
"4660","Bulgaria",2020-02-01,0,0
"4661","Bulgaria",2020-02-02,0,0
"4662","Bulgaria",2020-02-03,0,0
"4663","Bulgaria",2020-02-04,0,0
"4664","Bulgaria",2020-02-05,0,0
"4665","Bulgaria",2020-02-06,0,0
"4666","Bulgaria",2020-02-07,0,0
"4667","Bulgaria",2020-02-08,0,0
"4668","Bulgaria",2020-02-09,0,0
"4669","Bulgaria",2020-02-10,0,0
"4670","Bulgaria",2020-02-11,0,0
"4671","Bulgaria",2020-02-12,0,0
"4672","Bulgaria",2020-02-13,0,0
"4673","Bulgaria",2020-02-14,0,0
"4674","Bulgaria",2020-02-15,0,0
"4675","Bulgaria",2020-02-16,0,0
"4676","Bulgaria",2020-02-17,0,0
"4677","Bulgaria",2020-02-18,0,0
"4678","Bulgaria",2020-02-19,0,0
"4679","Bulgaria",2020-02-20,0,0
"4680","Bulgaria",2020-02-21,0,0
"4681","Bulgaria",2020-02-22,0,0
"4682","Bulgaria",2020-02-23,0,0
"4683","Bulgaria",2020-02-24,0,0
"4684","Bulgaria",2020-02-25,0,0
"4685","Bulgaria",2020-02-26,0,0
"4686","Bulgaria",2020-02-27,0,0
"4687","Bulgaria",2020-02-28,0,0
"4688","Bulgaria",2020-02-29,0,0
"4689","Bulgaria",2020-03-01,0,0
"4690","Bulgaria",2020-03-02,0,0
"4691","Bulgaria",2020-03-03,0,0
"4692","Bulgaria",2020-03-04,0,0
"4693","Bulgaria",2020-03-05,0,0
"4694","Bulgaria",2020-03-06,0,0
"4695","Bulgaria",2020-03-07,0,0
"4696","Bulgaria",2020-03-08,4,4
"4697","Bulgaria",2020-03-09,4,0
"4698","Bulgaria",2020-03-10,4,0
"4699","Bulgaria",2020-03-11,7,3
"4700","Bulgaria",2020-03-12,7,0
"4701","Bulgaria",2020-03-13,23,16
"4702","Bulgaria",2020-03-14,41,18
"4703","Bulgaria",2020-03-15,51,10
"4704","Bulgaria",2020-03-16,52,1
"4705","Bulgaria",2020-03-17,67,15
"4706","Bulgaria",2020-03-18,92,25
"4707","Bulgaria",2020-03-19,94,2
"4708","Bulgaria",2020-03-20,127,33
"4709","Bulgaria",2020-03-21,163,36
"4710","Bulgaria",2020-03-22,187,24
"4711","Bulgaria",2020-03-23,201,14
"4712","Bulgaria",2020-03-24,218,17
"4713","Bulgaria",2020-03-25,242,24
"4714","Bulgaria",2020-03-26,264,22
"4715","Bulgaria",2020-03-27,293,29
"4716","Bulgaria",2020-03-28,331,38
"4717","Bulgaria",2020-03-29,346,15
"4718","Bulgaria",2020-03-30,359,13
"4719","Bulgaria",2020-03-31,399,40
"4720","Bulgaria",2020-04-01,422,23
"4721","Bulgaria",2020-04-02,457,35
"4722","Bulgaria",2020-04-03,485,28
"4723","Bulgaria",2020-04-04,503,18
"4724","Bulgaria",2020-04-05,531,28
"4725","Bulgaria",2020-04-06,549,18
"4726","Bulgaria",2020-04-07,577,28
"4727","Bulgaria",2020-04-08,593,16
"4728","Bulgaria",2020-04-09,618,25
"4729","Bulgaria",2020-04-10,635,17
"4730","Bulgaria",2020-04-11,661,26
"4731","Bulgaria",2020-04-12,675,14
"4732","Bulgaria",2020-04-13,685,10
"4733","Bulgaria",2020-04-14,713,28
"4734","Bulgaria",2020-04-15,747,34
"4735","Bulgaria",2020-04-16,800,53
"4736","Bulgaria",2020-04-17,846,46
"4737","Bulgaria",2020-04-18,878,32
"4738","Bulgaria",2020-04-19,894,16
"4739","Bulgaria",2020-04-20,929,35
"4740","Bulgaria",2020-04-21,975,46
"4741","Bulgaria",2020-04-22,1024,49
"4742","Bulgaria",2020-04-23,1097,73
"4743","Bulgaria",2020-04-24,1234,137
"4744","Bulgaria",2020-04-25,1247,13
"4745","Bulgaria",2020-04-26,1300,53
"4746","Bulgaria",2020-04-27,1363,63
"4747","Bulgaria",2020-04-28,1399,36
"4748","Bulgaria",2020-04-29,1447,48
"4749","Bulgaria",2020-04-30,1506,59
"4750","Bulgaria",2020-05-01,1555,49
"4751","Bulgaria",2020-05-02,1594,39
"4752","Bulgaria",2020-05-03,1618,24
"4753","Bulgaria",2020-05-04,1652,34
"4754","Bulgaria",2020-05-05,1704,52
"4755","Bulgaria",2020-05-06,1778,74
"4756","Bulgaria",2020-05-07,1829,51
"4757","Bulgaria",2020-05-08,1872,43
"4758","Bulgaria",2020-05-09,1921,49
"4759","Bulgaria",2020-05-10,1965,44
"4760","Bulgaria",2020-05-11,1990,25
"4761","Bulgaria",2020-05-12,2023,33
"4762","Bulgaria",2020-05-13,2069,46
"4763","Bulgaria",2020-05-14,2100,31
"4764","Bulgaria",2020-05-15,2138,38
"4765","Bulgaria",2020-05-16,2175,37
"4766","Bulgaria",2020-05-17,2211,36
"4767","Bulgaria",2020-05-18,2235,24
"4768","Bulgaria",2020-05-19,2259,24
"4769","Bulgaria",2020-05-20,2292,33
"4770","Bulgaria",2020-05-21,2331,39
"4771","Bulgaria",2020-05-22,2372,41
"4772","Bulgaria",2020-05-23,2408,36
"4773","Bulgaria",2020-05-24,2427,19
"4774","Bulgaria",2020-05-25,2433,6
"4775","Bulgaria",2020-05-26,2443,10
"4776","Bulgaria",2020-05-27,2460,17
"4777","Bulgaria",2020-05-28,2477,17
"4778","Bulgaria",2020-05-29,2485,8
"4779","Bulgaria",2020-05-30,2499,14
"4780","Bulgaria",2020-05-31,2513,14
"4781","Bulgaria",2020-06-01,2519,6
"4782","Bulgaria",2020-06-02,2538,19
"4783","Bulgaria",2020-06-03,2560,22
"4784","Bulgaria",2020-06-04,2585,25
"4785","Bulgaria",2020-06-05,2627,42
"4786","Bulgaria",2020-06-06,2711,84
"4787","Bulgaria",2020-06-07,2727,16
"4788","Bulgaria",2020-06-08,2810,83
"4789","Bulgaria",2020-06-09,2889,79
"4790","Bulgaria",2020-06-10,2993,104
"4791","Bulgaria",2020-06-11,3086,93
"4792","Bulgaria",2020-06-12,3191,105
"4793","Bulgaria",2020-06-13,3266,75
"4794","Bulgaria",2020-06-14,3290,24
"4795","Bulgaria",2020-06-15,3341,51
"4796","Bulgaria",2020-06-16,3453,112
"4797","Bulgaria",2020-06-17,3542,89
"4798","Bulgaria",2020-06-18,3674,132
"4799","Bulgaria",2020-06-19,3755,81
"4800","Bulgaria",2020-06-20,3872,117
"4801","Bulgaria",2020-06-21,3905,33
"4802","Bulgaria",2020-06-22,3984,79
"4803","Bulgaria",2020-06-23,4114,130
"4804","Bulgaria",2020-06-24,4242,128
"4805","Bulgaria",2020-06-25,4408,166
"4806","Bulgaria",2020-06-26,4513,105
"4807","Bulgaria",2020-06-27,4625,112
"4808","Bulgaria",2020-06-28,4691,66
"4809","Bulgaria",2020-06-29,4831,140
"4810","Bulgaria",2020-06-30,4989,158
"4811","Bulgaria",2020-07-01,5154,165
"4812","Bulgaria",2020-07-02,5315,161
"4813","Bulgaria",2020-07-03,5497,182
"4814","Bulgaria",2020-07-04,5677,180
"4815","Bulgaria",2020-07-05,5740,63
"4816","Bulgaria",2020-07-06,5914,174
"4817","Bulgaria",2020-07-07,6102,188
"4818","Bulgaria",2020-07-08,6342,240
"4819","Bulgaria",2020-07-09,6672,330
"4820","Bulgaria",2020-07-10,6964,292
"4821","Bulgaria",2020-07-11,7175,211
"4822","Bulgaria",2020-07-12,7252,77
"4823","Bulgaria",2020-07-13,7411,159
"4824","Bulgaria",2020-07-14,7645,234
"4825","Bulgaria",2020-07-15,7877,232
"4826","Bulgaria",2020-07-16,8144,267
"4827","Bulgaria",2020-07-17,8442,298
"4828","Bulgaria",2020-07-18,8638,196
"4829","Bulgaria",2020-07-19,8733,95
"4830","Bulgaria",2020-07-20,8929,196
"4831","Bulgaria",2020-07-21,9254,325
"4832","Bulgaria",2020-07-22,9584,330
"4833","Bulgaria",2020-07-23,9853,269
"4834","Bulgaria",2020-07-24,10123,270
"4835","Bulgaria",2020-07-25,10312,189
"4836","Bulgaria",2020-07-26,10427,115
"4837","Burkina Faso",2020-01-23,0,0
"4838","Burkina Faso",2020-01-24,0,0
"4839","Burkina Faso",2020-01-25,0,0
"4840","Burkina Faso",2020-01-26,0,0
"4841","Burkina Faso",2020-01-27,0,0
"4842","Burkina Faso",2020-01-28,0,0
"4843","Burkina Faso",2020-01-29,0,0
"4844","Burkina Faso",2020-01-30,0,0
"4845","Burkina Faso",2020-01-31,0,0
"4846","Burkina Faso",2020-02-01,0,0
"4847","Burkina Faso",2020-02-02,0,0
"4848","Burkina Faso",2020-02-03,0,0
"4849","Burkina Faso",2020-02-04,0,0
"4850","Burkina Faso",2020-02-05,0,0
"4851","Burkina Faso",2020-02-06,0,0
"4852","Burkina Faso",2020-02-07,0,0
"4853","Burkina Faso",2020-02-08,0,0
"4854","Burkina Faso",2020-02-09,0,0
"4855","Burkina Faso",2020-02-10,0,0
"4856","Burkina Faso",2020-02-11,0,0
"4857","Burkina Faso",2020-02-12,0,0
"4858","Burkina Faso",2020-02-13,0,0
"4859","Burkina Faso",2020-02-14,0,0
"4860","Burkina Faso",2020-02-15,0,0
"4861","Burkina Faso",2020-02-16,0,0
"4862","Burkina Faso",2020-02-17,0,0
"4863","Burkina Faso",2020-02-18,0,0
"4864","Burkina Faso",2020-02-19,0,0
"4865","Burkina Faso",2020-02-20,0,0
"4866","Burkina Faso",2020-02-21,0,0
"4867","Burkina Faso",2020-02-22,0,0
"4868","Burkina Faso",2020-02-23,0,0
"4869","Burkina Faso",2020-02-24,0,0
"4870","Burkina Faso",2020-02-25,0,0
"4871","Burkina Faso",2020-02-26,0,0
"4872","Burkina Faso",2020-02-27,0,0
"4873","Burkina Faso",2020-02-28,0,0
"4874","Burkina Faso",2020-02-29,0,0
"4875","Burkina Faso",2020-03-01,0,0
"4876","Burkina Faso",2020-03-02,0,0
"4877","Burkina Faso",2020-03-03,0,0
"4878","Burkina Faso",2020-03-04,0,0
"4879","Burkina Faso",2020-03-05,0,0
"4880","Burkina Faso",2020-03-06,0,0
"4881","Burkina Faso",2020-03-07,0,0
"4882","Burkina Faso",2020-03-08,0,0
"4883","Burkina Faso",2020-03-09,0,0
"4884","Burkina Faso",2020-03-10,1,1
"4885","Burkina Faso",2020-03-11,2,1
"4886","Burkina Faso",2020-03-12,2,0
"4887","Burkina Faso",2020-03-13,2,0
"4888","Burkina Faso",2020-03-14,2,0
"4889","Burkina Faso",2020-03-15,3,1
"4890","Burkina Faso",2020-03-16,15,12
"4891","Burkina Faso",2020-03-17,15,0
"4892","Burkina Faso",2020-03-18,20,5
"4893","Burkina Faso",2020-03-19,33,13
"4894","Burkina Faso",2020-03-20,40,7
"4895","Burkina Faso",2020-03-21,64,24
"4896","Burkina Faso",2020-03-22,75,11
"4897","Burkina Faso",2020-03-23,99,24
"4898","Burkina Faso",2020-03-24,114,15
"4899","Burkina Faso",2020-03-25,146,32
"4900","Burkina Faso",2020-03-26,152,6
"4901","Burkina Faso",2020-03-27,180,28
"4902","Burkina Faso",2020-03-28,207,27
"4903","Burkina Faso",2020-03-29,222,15
"4904","Burkina Faso",2020-03-30,246,24
"4905","Burkina Faso",2020-03-31,261,15
"4906","Burkina Faso",2020-04-01,282,21
"4907","Burkina Faso",2020-04-02,288,6
"4908","Burkina Faso",2020-04-03,302,14
"4909","Burkina Faso",2020-04-04,318,16
"4910","Burkina Faso",2020-04-05,345,27
"4911","Burkina Faso",2020-04-06,364,19
"4912","Burkina Faso",2020-04-07,384,20
"4913","Burkina Faso",2020-04-08,414,30
"4914","Burkina Faso",2020-04-09,443,29
"4915","Burkina Faso",2020-04-10,443,0
"4916","Burkina Faso",2020-04-11,484,41
"4917","Burkina Faso",2020-04-12,497,13
"4918","Burkina Faso",2020-04-13,497,0
"4919","Burkina Faso",2020-04-14,528,31
"4920","Burkina Faso",2020-04-15,542,14
"4921","Burkina Faso",2020-04-16,546,4
"4922","Burkina Faso",2020-04-17,557,11
"4923","Burkina Faso",2020-04-18,565,8
"4924","Burkina Faso",2020-04-19,576,11
"4925","Burkina Faso",2020-04-20,581,5
"4926","Burkina Faso",2020-04-21,600,19
"4927","Burkina Faso",2020-04-22,609,9
"4928","Burkina Faso",2020-04-23,616,7
"4929","Burkina Faso",2020-04-24,629,13
"4930","Burkina Faso",2020-04-25,629,0
"4931","Burkina Faso",2020-04-26,632,3
"4932","Burkina Faso",2020-04-27,635,3
"4933","Burkina Faso",2020-04-28,638,3
"4934","Burkina Faso",2020-04-29,641,3
"4935","Burkina Faso",2020-04-30,645,4
"4936","Burkina Faso",2020-05-01,649,4
"4937","Burkina Faso",2020-05-02,652,3
"4938","Burkina Faso",2020-05-03,662,10
"4939","Burkina Faso",2020-05-04,672,10
"4940","Burkina Faso",2020-05-05,688,16
"4941","Burkina Faso",2020-05-06,729,41
"4942","Burkina Faso",2020-05-07,736,7
"4943","Burkina Faso",2020-05-08,744,8
"4944","Burkina Faso",2020-05-09,748,4
"4945","Burkina Faso",2020-05-10,751,3
"4946","Burkina Faso",2020-05-11,760,9
"4947","Burkina Faso",2020-05-12,766,6
"4948","Burkina Faso",2020-05-13,773,7
"4949","Burkina Faso",2020-05-14,773,0
"4950","Burkina Faso",2020-05-15,780,7
"4951","Burkina Faso",2020-05-16,782,2
"4952","Burkina Faso",2020-05-17,796,14
"4953","Burkina Faso",2020-05-18,796,0
"4954","Burkina Faso",2020-05-19,796,0
"4955","Burkina Faso",2020-05-20,809,13
"4956","Burkina Faso",2020-05-21,812,3
"4957","Burkina Faso",2020-05-22,814,2
"4958","Burkina Faso",2020-05-23,814,0
"4959","Burkina Faso",2020-05-24,814,0
"4960","Burkina Faso",2020-05-25,832,18
"4961","Burkina Faso",2020-05-26,832,0
"4962","Burkina Faso",2020-05-27,845,13
"4963","Burkina Faso",2020-05-28,847,2
"4964","Burkina Faso",2020-05-29,847,0
"4965","Burkina Faso",2020-05-30,847,0
"4966","Burkina Faso",2020-05-31,847,0
"4967","Burkina Faso",2020-06-01,847,0
"4968","Burkina Faso",2020-06-02,881,34
"4969","Burkina Faso",2020-06-03,884,3
"4970","Burkina Faso",2020-06-04,885,1
"4971","Burkina Faso",2020-06-05,888,3
"4972","Burkina Faso",2020-06-06,888,0
"4973","Burkina Faso",2020-06-07,889,1
"4974","Burkina Faso",2020-06-08,890,1
"4975","Burkina Faso",2020-06-09,891,1
"4976","Burkina Faso",2020-06-10,891,0
"4977","Burkina Faso",2020-06-11,892,1
"4978","Burkina Faso",2020-06-12,892,0
"4979","Burkina Faso",2020-06-13,892,0
"4980","Burkina Faso",2020-06-14,894,2
"4981","Burkina Faso",2020-06-15,894,0
"4982","Burkina Faso",2020-06-16,895,1
"4983","Burkina Faso",2020-06-17,899,4
"4984","Burkina Faso",2020-06-18,899,0
"4985","Burkina Faso",2020-06-19,900,1
"4986","Burkina Faso",2020-06-20,901,1
"4987","Burkina Faso",2020-06-21,903,2
"4988","Burkina Faso",2020-06-22,903,0
"4989","Burkina Faso",2020-06-23,907,4
"4990","Burkina Faso",2020-06-24,919,12
"4991","Burkina Faso",2020-06-25,934,15
"4992","Burkina Faso",2020-06-26,941,7
"4993","Burkina Faso",2020-06-27,941,0
"4994","Burkina Faso",2020-06-28,959,18
"4995","Burkina Faso",2020-06-29,959,0
"4996","Burkina Faso",2020-06-30,962,3
"4997","Burkina Faso",2020-07-01,962,0
"4998","Burkina Faso",2020-07-02,967,5
"4999","Burkina Faso",2020-07-03,980,13
"5000","Burkina Faso",2020-07-04,987,7
"5001","Burkina Faso",2020-07-05,987,0
"5002","Burkina Faso",2020-07-06,1000,13
"5003","Burkina Faso",2020-07-07,1003,3
"5004","Burkina Faso",2020-07-08,1003,0
"5005","Burkina Faso",2020-07-09,1005,2
"5006","Burkina Faso",2020-07-10,1020,15
"5007","Burkina Faso",2020-07-11,1033,13
"5008","Burkina Faso",2020-07-12,1036,3
"5009","Burkina Faso",2020-07-13,1036,0
"5010","Burkina Faso",2020-07-14,1037,1
"5011","Burkina Faso",2020-07-15,1038,1
"5012","Burkina Faso",2020-07-16,1038,0
"5013","Burkina Faso",2020-07-17,1045,7
"5014","Burkina Faso",2020-07-18,1047,2
"5015","Burkina Faso",2020-07-19,1052,5
"5016","Burkina Faso",2020-07-20,1065,13
"5017","Burkina Faso",2020-07-21,1065,0
"5018","Burkina Faso",2020-07-22,1066,1
"5019","Burkina Faso",2020-07-23,1070,4
"5020","Burkina Faso",2020-07-24,1075,5
"5021","Burkina Faso",2020-07-25,1086,11
"5022","Burkina Faso",2020-07-26,1086,0
"5023","Burma",2020-01-23,0,0
"5024","Burma",2020-01-24,0,0
"5025","Burma",2020-01-25,0,0
"5026","Burma",2020-01-26,0,0
"5027","Burma",2020-01-27,0,0
"5028","Burma",2020-01-28,0,0
"5029","Burma",2020-01-29,0,0
"5030","Burma",2020-01-30,0,0
"5031","Burma",2020-01-31,0,0
"5032","Burma",2020-02-01,0,0
"5033","Burma",2020-02-02,0,0
"5034","Burma",2020-02-03,0,0
"5035","Burma",2020-02-04,0,0
"5036","Burma",2020-02-05,0,0
"5037","Burma",2020-02-06,0,0
"5038","Burma",2020-02-07,0,0
"5039","Burma",2020-02-08,0,0
"5040","Burma",2020-02-09,0,0
"5041","Burma",2020-02-10,0,0
"5042","Burma",2020-02-11,0,0
"5043","Burma",2020-02-12,0,0
"5044","Burma",2020-02-13,0,0
"5045","Burma",2020-02-14,0,0
"5046","Burma",2020-02-15,0,0
"5047","Burma",2020-02-16,0,0
"5048","Burma",2020-02-17,0,0
"5049","Burma",2020-02-18,0,0
"5050","Burma",2020-02-19,0,0
"5051","Burma",2020-02-20,0,0
"5052","Burma",2020-02-21,0,0
"5053","Burma",2020-02-22,0,0
"5054","Burma",2020-02-23,0,0
"5055","Burma",2020-02-24,0,0
"5056","Burma",2020-02-25,0,0
"5057","Burma",2020-02-26,0,0
"5058","Burma",2020-02-27,0,0
"5059","Burma",2020-02-28,0,0
"5060","Burma",2020-02-29,0,0
"5061","Burma",2020-03-01,0,0
"5062","Burma",2020-03-02,0,0
"5063","Burma",2020-03-03,0,0
"5064","Burma",2020-03-04,0,0
"5065","Burma",2020-03-05,0,0
"5066","Burma",2020-03-06,0,0
"5067","Burma",2020-03-07,0,0
"5068","Burma",2020-03-08,0,0
"5069","Burma",2020-03-09,0,0
"5070","Burma",2020-03-10,0,0
"5071","Burma",2020-03-11,0,0
"5072","Burma",2020-03-12,0,0
"5073","Burma",2020-03-13,0,0
"5074","Burma",2020-03-14,0,0
"5075","Burma",2020-03-15,0,0
"5076","Burma",2020-03-16,0,0
"5077","Burma",2020-03-17,0,0
"5078","Burma",2020-03-18,0,0
"5079","Burma",2020-03-19,0,0
"5080","Burma",2020-03-20,0,0
"5081","Burma",2020-03-21,0,0
"5082","Burma",2020-03-22,0,0
"5083","Burma",2020-03-23,0,0
"5084","Burma",2020-03-24,0,0
"5085","Burma",2020-03-25,0,0
"5086","Burma",2020-03-26,0,0
"5087","Burma",2020-03-27,8,8
"5088","Burma",2020-03-28,8,0
"5089","Burma",2020-03-29,10,2
"5090","Burma",2020-03-30,14,4
"5091","Burma",2020-03-31,15,1
"5092","Burma",2020-04-01,15,0
"5093","Burma",2020-04-02,20,5
"5094","Burma",2020-04-03,20,0
"5095","Burma",2020-04-04,21,1
"5096","Burma",2020-04-05,21,0
"5097","Burma",2020-04-06,22,1
"5098","Burma",2020-04-07,22,0
"5099","Burma",2020-04-08,22,0
"5100","Burma",2020-04-09,23,1
"5101","Burma",2020-04-10,27,4
"5102","Burma",2020-04-11,38,11
"5103","Burma",2020-04-12,41,3
"5104","Burma",2020-04-13,62,21
"5105","Burma",2020-04-14,63,1
"5106","Burma",2020-04-15,74,11
"5107","Burma",2020-04-16,85,11
"5108","Burma",2020-04-17,88,3
"5109","Burma",2020-04-18,98,10
"5110","Burma",2020-04-19,111,13
"5111","Burma",2020-04-20,119,8
"5112","Burma",2020-04-21,121,2
"5113","Burma",2020-04-22,123,2
"5114","Burma",2020-04-23,139,16
"5115","Burma",2020-04-24,144,5
"5116","Burma",2020-04-25,146,2
"5117","Burma",2020-04-26,146,0
"5118","Burma",2020-04-27,146,0
"5119","Burma",2020-04-28,150,4
"5120","Burma",2020-04-29,150,0
"5121","Burma",2020-04-30,151,1
"5122","Burma",2020-05-01,151,0
"5123","Burma",2020-05-02,151,0
"5124","Burma",2020-05-03,155,4
"5125","Burma",2020-05-04,161,6
"5126","Burma",2020-05-05,161,0
"5127","Burma",2020-05-06,161,0
"5128","Burma",2020-05-07,176,15
"5129","Burma",2020-05-08,177,1
"5130","Burma",2020-05-09,178,1
"5131","Burma",2020-05-10,180,2
"5132","Burma",2020-05-11,180,0
"5133","Burma",2020-05-12,180,0
"5134","Burma",2020-05-13,181,1
"5135","Burma",2020-05-14,181,0
"5136","Burma",2020-05-15,182,1
"5137","Burma",2020-05-16,182,0
"5138","Burma",2020-05-17,184,2
"5139","Burma",2020-05-18,191,7
"5140","Burma",2020-05-19,193,2
"5141","Burma",2020-05-20,199,6
"5142","Burma",2020-05-21,199,0
"5143","Burma",2020-05-22,199,0
"5144","Burma",2020-05-23,201,2
"5145","Burma",2020-05-24,201,0
"5146","Burma",2020-05-25,203,2
"5147","Burma",2020-05-26,206,3
"5148","Burma",2020-05-27,206,0
"5149","Burma",2020-05-28,206,0
"5150","Burma",2020-05-29,207,1
"5151","Burma",2020-05-30,224,17
"5152","Burma",2020-05-31,224,0
"5153","Burma",2020-06-01,228,4
"5154","Burma",2020-06-02,232,4
"5155","Burma",2020-06-03,233,1
"5156","Burma",2020-06-04,236,3
"5157","Burma",2020-06-05,236,0
"5158","Burma",2020-06-06,240,4
"5159","Burma",2020-06-07,242,2
"5160","Burma",2020-06-08,244,2
"5161","Burma",2020-06-09,246,2
"5162","Burma",2020-06-10,248,2
"5163","Burma",2020-06-11,260,12
"5164","Burma",2020-06-12,261,1
"5165","Burma",2020-06-13,261,0
"5166","Burma",2020-06-14,261,0
"5167","Burma",2020-06-15,262,1
"5168","Burma",2020-06-16,262,0
"5169","Burma",2020-06-17,262,0
"5170","Burma",2020-06-18,286,24
"5171","Burma",2020-06-19,286,0
"5172","Burma",2020-06-20,287,1
"5173","Burma",2020-06-21,290,3
"5174","Burma",2020-06-22,291,1
"5175","Burma",2020-06-23,292,1
"5176","Burma",2020-06-24,293,1
"5177","Burma",2020-06-25,293,0
"5178","Burma",2020-06-26,293,0
"5179","Burma",2020-06-27,296,3
"5180","Burma",2020-06-28,299,3
"5181","Burma",2020-06-29,299,0
"5182","Burma",2020-06-30,299,0
"5183","Burma",2020-07-01,303,4
"5184","Burma",2020-07-02,304,1
"5185","Burma",2020-07-03,306,2
"5186","Burma",2020-07-04,313,7
"5187","Burma",2020-07-05,313,0
"5188","Burma",2020-07-06,316,3
"5189","Burma",2020-07-07,316,0
"5190","Burma",2020-07-08,317,1
"5191","Burma",2020-07-09,321,4
"5192","Burma",2020-07-10,326,5
"5193","Burma",2020-07-11,330,4
"5194","Burma",2020-07-12,331,1
"5195","Burma",2020-07-13,336,5
"5196","Burma",2020-07-14,337,1
"5197","Burma",2020-07-15,337,0
"5198","Burma",2020-07-16,339,2
"5199","Burma",2020-07-17,339,0
"5200","Burma",2020-07-18,340,1
"5201","Burma",2020-07-19,341,1
"5202","Burma",2020-07-20,341,0
"5203","Burma",2020-07-21,341,0
"5204","Burma",2020-07-22,343,2
"5205","Burma",2020-07-23,343,0
"5206","Burma",2020-07-24,346,3
"5207","Burma",2020-07-25,348,2
"5208","Burma",2020-07-26,350,2
"5209","Burundi",2020-01-23,0,0
"5210","Burundi",2020-01-24,0,0
"5211","Burundi",2020-01-25,0,0
"5212","Burundi",2020-01-26,0,0
"5213","Burundi",2020-01-27,0,0
"5214","Burundi",2020-01-28,0,0
